document_id,title,categories,category_slugs,author,tags,tag_slugs,download_url,source_page
10616,Enhancing the Band Hall Experience with TonalEnergy,Technology,technology,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Enhancing-the-Band-Hall-Experience-with-TonalEnergy.pdf,https://texasbandmasters.org/document-library/
8807,Ensemble Concepts for the Marching Percussion Section,Marching Percussion,marching-percussion-2,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_trigg.pdf,https://texasbandmasters.org/document-library/
9507,Ensemble Skill Development Bands 1 to 3 Years Experience,Featured Clinician; Pedagogy-Ensemble,featured-clinician; pedagogy-ensemble-2,,2010 TBA Handout,2010-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-bennetta.pdf,https://texasbandmasters.org/document-library/
9509,Ensemble Skill Development Young Bands,Featured Clinician; Pedagogy-Ensemble,featured-clinician; pedagogy-ensemble-2,,2010 TBA Handout,2010-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-bennettc.pdf,https://texasbandmasters.org/document-library/
9511,Ensemble Skill Development-Advanced Bands and Patient/Persistent Directors,Featured Clinician; Pedagogy-Ensemble,featured-clinician; pedagogy-ensemble-2,,2010 TBA Handout,2010-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-bennettb.pdf,https://texasbandmasters.org/document-library/
8181,Establishing Priorities While Teaching Beginning Wind Instruments,Beginner Band,beginner-band,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Establishing-Priorities-While-Teaching-Beginning-Wind-Instruments-John-Benzer.pdf,https://texasbandmasters.org/document-library/
9374,Everyday Rehearsing,Pedagogy,pedagogy,,2011 BMR December,2011-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2011-12-nail.pdf,https://texasbandmasters.org/document-library/
8292,Excellence Defined,General,general,,2019 BMR September,2019-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_09_montgomery.pdf,https://texasbandmasters.org/document-library/
8183,Excellence in the Small School Band Program,Small School,small-school,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Excellence-in-the-Small-School-Band-Program-Chris-Clifton-Randy-Jones-Jason-Smith-Kristen-Thompson.pdf,https://texasbandmasters.org/document-library/
8056,EXCELLENCE: THERE IS NO SUBSTITUTE!,Motivation/Inspiration,motivation-inspiration,,2023 BMR January,2023-bmr-january,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_1_lautzenheiser.pdf,https://texasbandmasters.org/document-library/
7887,Exploring Motivation and Goals to Enhance Student Success,Motivation/Inspiration,motivation-inspiration,,2021 BMR September,2021-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_9_gibbs.pdf,https://texasbandmasters.org/document-library/
8346,Exploring the Process of Vertical Tuning,Pedagogy-Ensemble,pedagogy-ensemble-2,,2018 BMR December,2018-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-12-saucedo.pdf,https://texasbandmasters.org/document-library/
9708,Express-Speed Reed Balancing,Pedagogy-Woodwind,pedagogy-woodwind-2,,2007 BMR March,2007-bmr-march,https://texasbandmasters.org/wp-content/uploads/2023/11/2007-03-gingras1.pdf,https://texasbandmasters.org/document-library/
9280,Expressive Conducting–Creating Your Musical Gesture,Conducting/Literature/Artistry; Featured Clinician,conducting-literature-artistry; featured-clinician,,2012 TBA Handout,2012-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2012_sedatole_1.pdf,https://texasbandmasters.org/document-library/
10618,Fall Factory Reset: Picking Up Where We Left Off,Middle School; Pedagogy,middle-school; pedagogy,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Fall-Factory-Reset-Picking-Up-Where-We-Left-Off.pdf,https://texasbandmasters.org/document-library/
8520,Female+Male Student Leadership in Band,General,general,,2017 BMR September,2017-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2017-09-kick.pdf,https://texasbandmasters.org/document-library/
12073,Festival Preparation: Part 1 – Selecting the Ensemble’s Music,Pedagogy,pedagogy,Carl A. Bly,2004 BMR June,2004-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-06-bittman1.pdf,https://texasbandmasters.org/document-library/
12063,Festival Preparation: Part II – Preparing the Selected Works,Pedagogy,pedagogy,Carl A. Bly,2004 BMR September,2004-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-09-bly1.pdf,https://texasbandmasters.org/document-library/
8557,Figures in the Garden,Conducting/Literature/Artistry,conducting-literature-artistry,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Wyman-Richard-Figures-in-the-Garden.pdf,https://texasbandmasters.org/document-library/
11881,Find Your Mentor(s),General,general,"Chris Clifton , Sergeant at Arms",2025 BMR September,2025-bmr-september,https://texasbandmasters.org/wp-content/uploads/2026/01/2025_9_Clifton.pdf,https://texasbandmasters.org/document-library/
7889,Find Your SILVER LINING,Motivation/Inspiration,motivation-inspiration,,2021 BMR September,2021-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_9_dillard.pdf,https://texasbandmasters.org/document-library/
9379,Finding the Future in the Midst of the Storm,General,general,,2011 BMR June,2011-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2011-6-mcinturf.pdf,https://texasbandmasters.org/document-library/
7925,First Chair to Last Chair: Developing and Regenerating Buy-in for Non-Varsity and Sub Non-Varsity Bands,Pedagogy-Ensemble,pedagogy-ensemble-2,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_patterson.pdf,https://texasbandmasters.org/document-library/
11958,First Year Teaching Survival 101,General,general,Charlotte Royall,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-royall1.pdf,https://texasbandmasters.org/document-library/
9016,First Year…First Steps…Magic!,Beginner Band,beginner-band,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Floyd-Fischer-First-Year-First-Steps-Magic.pdf,https://texasbandmasters.org/document-library/
10373,Five Star Reviews – Keeping Students Engaged,Recruiting/Retention,recruiting-retention,,2024 BMR April,2024-bmr-april,https://texasbandmasters.org/wp-content/uploads/2024/04/2024_4_Drinkwater.pdf,https://texasbandmasters.org/document-library/
8559,Flower Mound High School Color Guard Clinic,Marching Guard,marching-guard-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Martin-William-Flower-Mound-High-School-Color-Guard-Clinic.pdf,https://texasbandmasters.org/document-library/
11824,Flute Hacks: Advanced Flute Pedagogy,Pedagogy-Woodwind,pedagogy-woodwind-2,"Dulce Rodriguez , Jennfer Villarreal",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Flute-Hacks-Advanced-Flute-Pedagogy-Clinicians-Dulce-Rodriguez-Jennfer-Villarreal.pdf,https://texasbandmasters.org/document-library/
8007,Flute Hacks! A Cheat Sheet for Beginner Flute,Beginner Band-Woodwind,beginner-band-woodwind-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_rodriguez.pdf,https://texasbandmasters.org/document-library/
9113,Flute is Not a Four Letter Word Tips for instruction in the classroom setting and beyond,Pedagogy-Woodwind,pedagogy-woodwind-2,,2013 BMR September,2013-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2013-09-blackburn.pdf,https://texasbandmasters.org/document-library/
9156,Flute is Not a Four-Letter Word,Pedagogy-Woodwind,pedagogy-woodwind-2,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_blackburn.pdf,https://texasbandmasters.org/document-library/
8959,Focusing on Your Students’ Potential,Motivation/Inspiration,motivation-inspiration,,2014 BMR June,2014-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-06-gilmore.pdf,https://texasbandmasters.org/document-library/
8945,Forming a Single Lip Clarinet Embouchure,Pedagogy-Woodwind,pedagogy-woodwind-2,,2014 BMR December,2014-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-12-paglialonga.pdf,https://texasbandmasters.org/document-library/
8417,Foundations for Fantastic Flutes,Beginner Band-Woodwind,beginner-band-woodwind-2,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/Foundations-for-Fantastic-Flutes-DeSoto-Lewis-Neugent.pdf,https://texasbandmasters.org/document-library/
8252,Foundations for Good Practicing Habits,Pedagogy,pedagogy,,2019 BMR April,2019-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_04_guenther.pdf,https://texasbandmasters.org/document-library/
9937,Foundations for Success: Technical Training for the Young Bassoonist,Beginner Band-Woodwind,beginner-band-woodwind-2,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-huddleston.pdf,https://texasbandmasters.org/document-library/
7775,From Beginner Band to The Marching Field,Marching Band,marching-band,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Bird.pdf,https://texasbandmasters.org/document-library/
8008,From Beginning to End: The Middle School Band Experience,Pedagogy-Ensemble,pedagogy-ensemble-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_herrings.pdf,https://texasbandmasters.org/document-library/
8809,From Concept to Contest: Creating a Successful Marching Program,Marching Band,marching-band,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_brewer.pdf,https://texasbandmasters.org/document-library/
8185,From Greenwillow to Green Bushes in Five Years,Program Management,program-management,,2019 TBA Handout,2019-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/From-Greenwillow-to-Green-Bushes-in-Five-Years-Nathaniel-Neugent.pdf,https://texasbandmasters.org/document-library/
7777,From Hollywood Squares to Band Hall Chairs: Meeting Your Students Where They Are!,Pedagogy-Ensemble,pedagogy-ensemble-2,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Herrings.pdf,https://texasbandmasters.org/document-library/
8736,From HORNific to HORNtastic – How to Start Your Beginner French Horns,Pedagogy-Brass,pedagogy-brass-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Humphrey-Scott-Wren-From-HORNific-to-HORNtastic-How-to-Start-Your-Beginner-French-Horns.pdf,https://texasbandmasters.org/document-library/
11826,From Lawn Mower to Seed Sower: Cultivating Positive Parent Relationships,Program Management,program-management,Loren Taylor,2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/From-Lawn-Mower-to-Seed-Sower-Cultivating-Positive-Parent-Relationships-Clinician-Loren-Taylor.pdf,https://texasbandmasters.org/document-library/
12135,From Squeak to All-State (Mass Producing Incredible Clarinet Prodigies from Scratch!),Pedagogy-Woodwind,pedagogy-woodwind-2,"Jodie Rhodes , Tan Truong",2004 TBA Handout,2004-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2004-rhodes1.pdf,https://texasbandmasters.org/document-library/
7863,From The Locker Room to the Band Hall: What We Can Learn From Master Coaches,Motivation/Inspiration,motivation-inspiration,,2021 BMR December,2021-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_12_brumley.pdf,https://texasbandmasters.org/document-library/
8009,From the Podium to Percussion – Tips for the Non-Percussionist Band Director,Pedagogy-Percussion,pedagogy-percussion-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_locke.pdf,https://texasbandmasters.org/document-library/
10147,From the Podium to Percussion – Tips for the Non-Percussionist Band Director,Pedagogy-Percussion,pedagogy-percussion-2,,2024 BMR January,2024-bmr-january,https://texasbandmasters.org/wp-content/uploads/2024/01/2024_1_locke-smit.pdf,https://texasbandmasters.org/document-library/
11942,From the Score to the Podium,Conducting/Literature/Artistry,conducting-literature-artistry,James F. Keene,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-keene1.pdf,https://texasbandmasters.org/document-library/
9440,From the Score to the Podium,Conducting/Literature/Artistry,conducting-literature-artistry,,2010 BMR December,2010-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-12-keene.pdf,https://texasbandmasters.org/document-library/
8811,Fundamental Concepts for Marching Band,Marching Band,marching-band,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_sealy.pdf,https://texasbandmasters.org/document-library/
8738,Fundamental Freedoms: A Concise Approach to Saxophone Pedagogy for Musical Independence,Pedagogy-Woodwind,pedagogy-woodwind-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Moanin-Frogs-Fundamental-Freedoms-Approach-to-Saxophone-Pedagogy.pdf,https://texasbandmasters.org/document-library/
8418,Fundamental Freedoms: A Concise Approach to Saxophone Pedagogy for Musical Independence,Pedagogy-Woodwind,pedagogy-woodwind-2,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Fundamental-Freedoms-A-Concise-Approach-to-Saxophone-Pedagogy-The-Moanin-Frogs.pdf,https://texasbandmasters.org/document-library/
8010,Fundamental Strategies for the Beginning Jazz Improvisor,Jazz,jazz,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_marmolejo.pdf,https://texasbandmasters.org/document-library/
11950,Fundamentals of Band Preparation,Pedagogy-Ensemble,pedagogy-ensemble-2,Tomoo Motozu,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-motozu1.pdf,https://texasbandmasters.org/document-library/
9454,Gaining the Upper Hand on Teaching the Right Hand for French Horn,Pedagogy-Brass,pedagogy-brass-2,,2010 BMR June,2010-bmr-june,https://texasbandmasters.org/wp-content/uploads/2023/11/2010-06-hilliard.pdf,https://texasbandmasters.org/document-library/
7965,Game On! Winning the Game of Covid-era Band Through Virtual Victories,Motivation/Inspiration,motivation-inspiration,,2020 BMR September,2020-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_09_lewis_bell-1.pdf,https://texasbandmasters.org/document-library/
8088,Get em and Keep em! Recruitment and Retention Success,Recruiting/Retention,recruiting-retention,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_devall.pdf,https://texasbandmasters.org/document-library/
8011,Get Excited! Motivate and Remediate Your Middle School Non-Varsity Band,Motivation/Inspiration,motivation-inspiration,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_garcia.pdf,https://texasbandmasters.org/document-library/
